artist,track_name,lyrics,letras_limpas,Silabas,Frequencia,Pontuacao Gramatical,diversidade lexical,diversidade tematica,Tamanho,Versos,Complexidade
the-beatles,29 - 29 - a-day-in-the-life," <p>I read the news today, oh, boy<br/>About a lucky man who made the grave<br/>And though the news was rather sad<br/>Well, I just had to laugh<br/>I saw the photograph</p><p>He blew his mind out in a car<br/>He didn't notice that the lights had changed<br/>A crowd of people stood and stared<br/>They'd seen his face before<br/>Nobody was really sure if he was from the House of Lords</p><p>I saw a film today, oh, boy<br/>The English Army had just won the war<br/>A crowd of people turned away<br/>But I just had to look<br/>Having read the book<br/>I'd love to turn you on</p><p>Woke up, fell out of bed<br/>Dragged a comb across my head<br/>Found my way downstairs and drank a cup<br/>And looking up, I noticed I was late</p><p>Found my coat and grabbed my hat<br/>Made the bus in seconds flat<br/>Found my way upstairs and had a smoke<br/>And somebody spoke, and I went into a dream<br/>(Aah, aah, aah, aah)</p><p>I read the news today, oh, boy<br/>Four thousand holes in Blackburn, Lancashire<br/>And though the holes were rather small<br/>They had to count them all<br/>Now they know how many holes it takes to fill the Albert Hall<br/>I'd love to turn you on</p> ","I read the news today, oh, boy
About a lucky man who made the grave
And though the news was rather sad
Well, I just had to laugh
I saw the photograph
 He blew his mind out in a car
He didn't notice that the lights had changed
A crowd of people stood and stared
They'd seen his face before
Nobody was really sure if he was from the House of Lords
 I saw a film today, oh, boy
The English Army had just won the war
A crowd of people turned away
But I just had to look
Having read the book
I'd love to turn you on
 Woke up, fell out of bed
Dragged a comb across my head
Found my way downstairs and drank a cup
And looking up, I noticed I was late
 Found my coat and grabbed my hat
Made the bus in seconds flat
Found my way upstairs and had a smoke
And somebody spoke, and I went into a dream
(Aah, aah, aah, aah)
 I read the news today, oh, boy
Four thousand holes in Blackburn, Lancashire
And though the holes were rather small
They had to count them all
Now they know how many holes it takes to fill the Albert Hall
I'd love to turn you on",0.0,0.5694444444444444,1.9100000000000015,0.7994052767753601,0.3201888030738869,216,1.0689655172413792,1
the-beatles,30 - 30 - for-no-one," <p>One and one is two<br/>What am I to do<br/>Now that I'm in love with you.<br/>I'm hoping every day<br/>I'm gonna hear you say.<br/>You really make my dreams come true.</p><p>Can't you feel, when I'm holding you near<br/>All the things I do<br/>Show my love and I'm making it clear<br/>One and one is two</p><p>One and one is two<br/>What am I to do<br/>Now that I'm in love with you.<br/>I'm hoping every day<br/>I'm gonna hear you say.<br/>You really make my dreams come true.</p><p>Can't you see, I loved you from the start<br/>Don't you love me too?<br/>I love you, but you're breaking my heart<br/>From wanting you</p><p>One and one is two<br/>What am I to do<br/>Now that I'm in love with you.<br/>I'm hoping every day<br/>I'm gonna hear you say.<br/>You really make my dreams come true.</p><p>If you say that you're gonna be mine<br/>Everything's alright<br/>All the world would look so fine.</p><p>One and one is two<br/>What am I to do<br/>Now that I'm in love with you.<br/>I'm hoping every day<br/>I'm gonna hear you say.<br/>You're really make my dreams<br/>You're really make my dreams<br/>You're really make my dreams come true.</p> ","One and one is two
What am I to do
Now that I'm in love with you.
I'm hoping every day
I'm gonna hear you say.
You really make my dreams come true.
 Can't you feel, when I'm holding you near
All the things I do
Show my love and I'm making it clear
One and one is two
 One and one is two
What am I to do
Now that I'm in love with you.
I'm hoping every day
I'm gonna hear you say.
You really make my dreams come true.
 Can't you see, I loved you from the start
Don't you love me too?
I love you, but you're breaking my heart
From wanting you
 One and one is two
What am I to do
Now that I'm in love with you.
I'm hoping every day
I'm gonna hear you say.
You really make my dreams come true.
 If you say that you're gonna be mine
Everything's alright
All the world would look so fine.
 One and one is two
What am I to do
Now that I'm in love with you.
I'm hoping every day
I'm gonna hear you say.
You're really make my dreams
You're really make my dreams
You're really make my dreams come true.",0.0,0.30952380952380953,2.4799999999999938,1.9963676929473877,0.32016856998081755,210,2.0555555555555554,1
pink-floyd,31 - 31 - wish-you-were-here," <p>So, so you think you can tell<br/>Heaven from hell?<br/>Blue skies from pain?<br/>Can you tell a green field<br/>From a cold steel rail?<br/>A smile from a veil?<br/>Do you think you can tell?</p><p>Did they get you to trade<br/>Your heroes for ghosts?<br/>Hot ashes for trees?<br/>Hot air for a cool breeze?<br/>Cold comfort for change?<br/>Did you exchange<br/>A walk on part in the war<br/>For a lead role in a cage?</p><p>How I wish<br/>How I wish you were here<br/>We're just two lost souls<br/>Swimming in a fish bowl year after year<br/>Running over the same old ground<br/>What have we found?<br/>The same old fears<br/>Wish you were here</p> ","So, so you think you can tell
Heaven from hell?
Blue skies from pain?
Can you tell a green field
From a cold steel rail?
A smile from a veil?
Do you think you can tell?
 Did they get you to trade
Your heroes for ghosts?
Hot ashes for trees?
Hot air for a cool breeze?
Cold comfort for change?
Did you exchange
A walk on part in the war
For a lead role in a cage?
 How I wish
How I wish you were here
We're just two lost souls
Swimming in a fish bowl year after year
Running over the same old ground
What have we found?
The same old fears
Wish you were here",0.0,0.6324786324786325,1.2200000000000009,0.4555613696575165,0.32006842545973363,117,1.0,1
peter-gabriel,32 - 32 - solsbury-hill," <p>Climbing up on Solsbury Hill<br/>I could see the city light<br/>Wind was blowing, time stood still<br/>Eagle flew out of the night</p><p>He was something to observe<br/>Came in close, I heard a voice<br/>Standing stretching every nerve<br/>Had to listen, had no choice</p><p>I did not believe the information<br/>I just had to trust imagination<br/>My heart going boom boom boom<br/>Son, he said, grab your things, I've come to take you home</p><p>To keep in silence I resigned<br/>My friends would think I was a nut<br/>Turning water into wine<br/>Open doors would soon be shut</p><p>So I went from day to day<br/>Though my life was in a rut<br/>'Til I thought of what I'd say<br/>Which connection I should cut</p><p>I was feeling part of the scenery<br/>I walked right out of the machinery<br/>My heart going boom boom boom<br/>Hey, he said, grab your things, I've come to take you home<br/>Ah, back home</p><p>When illusion spin her net<br/>I'm never where I want to be<br/>And liberty she pirouette<br/>When I think that I am free</p><p>Watched by empty silhouettes<br/>Who close their eyes but still can see<br/>No one taught them etiquette<br/>I will show another me</p><p>Today I don't need a replacement<br/>I'll tell them what the smile on my face meant<br/>My heart going boom boom boom<br/>Hey, I said, you can keep my things, they've come to take me home</p> ","Climbing up on Solsbury Hill
I could see the city light
Wind was blowing, time stood still
Eagle flew out of the night
 He was something to observe
Came in close, I heard a voice
Standing stretching every nerve
Had to listen, had no choice
 I did not believe the information
I just had to trust imagination
My heart going boom boom boom
Son, he said, grab your things, I've come to take you home
 To keep in silence I resigned
My friends would think I was a nut
Turning water into wine
Open doors would soon be shut
 So I went from day to day
Though my life was in a rut
'Til I thought of what I'd say
Which connection I should cut
 I was feeling part of the scenery
I walked right out of the machinery
My heart going boom boom boom
Hey, he said, grab your things, I've come to take you home
Ah, back home
 When illusion spin her net
I'm never where I want to be
And liberty she pirouette
When I think that I am free
 Watched by empty silhouettes
Who close their eyes but still can see
No one taught them etiquette
I will show another me
 Today I don't need a replacement
I'll tell them what the smile on my face meant
My heart going boom boom boom
Hey, I said, you can keep my things, they've come to take me home",2.0,0.6058091286307054,2.639999999999994,1.2409120798110962,0.32010125736711437,241,1.0571428571428572,1
otis-redding,33 - 33 - sitting-on-the-dock-of-the-bay," <p>Sittin in the morning sun,<br/>I`ll be sittin' when the evening come,<br/>Watching the ships roll in,<br/>And I'll watch 'em roll away again, yeah,<br/>I'm sittin' on the dock of the bay,<br/>Watching the tide roll away, ouh,<br/>I'm just sittin' on the dock of the bay,<br/>Wasting time.</p><p>I left my home in Georgia,<br/>Headed for the Frisco bay<br/>I have nothing to live for,<br/>Look like nothings gonna come my way,</p><p>So I'm just go sit on the dock of the bay<br/>Watching the tide roll away,<br/>I'm sittin' on the dock of the bay,<br/>Wasting time</p><p>Look like nothings gonna change,<br/>Everything still remain the same,<br/>I can't do what ten people tell me to do,<br/>So I guess I'll remain the same, yes,</p><p>Sittin' here resting my bones,<br/>And this loneliness won't leave me alone, yes,<br/>Two thousand miles I roam<br/>Just to make this dock my home</p><p>Now I'm just go sit at the dock of the bay<br/>Watching the tide roll away, ooh<br/>Sittin' on the dock of the bay<br/>Wasting time</p> ","Sittin in the morning sun,
I`ll be sittin' when the evening come,
Watching the ships roll in,
And I'll watch 'em roll away again, yeah,
I'm sittin' on the dock of the bay,
Watching the tide roll away, ouh,
I'm just sittin' on the dock of the bay,
Wasting time.
 I left my home in Georgia,
Headed for the Frisco bay
I have nothing to live for,
Look like nothings gonna come my way,
 So I'm just go sit on the dock of the bay
Watching the tide roll away,
I'm sittin' on the dock of the bay,
Wasting time
 Look like nothings gonna change,
Everything still remain the same,
I can't do what ten people tell me to do,
So I guess I'll remain the same, yes,
 Sittin' here resting my bones,
And this loneliness won't leave me alone, yes,
Two thousand miles I roam
Just to make this dock my home
 Now I'm just go sit at the dock of the bay
Watching the tide roll away, ooh
Sittin' on the dock of the bay
Wasting time",0.0,0.49162011173184356,1.9400000000000015,1.174103856086731,0.3201620683785926,179,1.0769230769230769,1
billie-holiday,34 - 34 - strange-fruit," <p>Southern trees bear strange fruit<br/>Blood on the leaves and blood at the root<br/>Black bodies swinging in the southern breeze<br/>Strange fruit hanging from the poplar trees</p><p>Pastoral scene of the gallant south<br/>The bulging eyes and the twisted mouth<br/>Scent of magnolias, sweet and fresh<br/>Then the sudden smell of burning flesh</p><p>Here is a fruit for the crows to pluck<br/>For the rain to gather, for the wind to suck<br/>For the Sun to rot, for the trees to drop<br/>Here is a strange and bitter crop</p> ","Southern trees bear strange fruit
Blood on the leaves and blood at the root
Black bodies swinging in the southern breeze
Strange fruit hanging from the poplar trees
 Pastoral scene of the gallant south
The bulging eyes and the twisted mouth
Scent of magnolias, sweet and fresh
Then the sudden smell of burning flesh
 Here is a fruit for the crows to pluck
For the rain to gather, for the wind to suck
For the Sun to rot, for the trees to drop
Here is a strange and bitter crop",0.0,0.6,0.9000000000000006,0.2835673391819,0.3199930390122635,90,1.0,1
nirvana,35 - 35 - smells-like-teen-spirit," <p>Come out and play<br/>Make up the rules<br/>I know, I hope, the tide is blue<br/>Though some are dead<br/>I'll walk from you<br/>I know, I'll light<br/>The way to go</p><p>Hello, hello, hello, how low?<br/>Hello, hello, hello</p><p>I'm a liar and I'm famous<br/>Here we are now, entertain us<br/>I feel stuped and contagious<br/>Here we are now, segregate us<br/>A libido, an albino<br/>A mulato, a mosquito<br/>Here we are now, entertain us<br/>I feel stuped and we're famous</p><p>Yeah!<br/>Hey!</p><p>Come out and play<br/>Make up the rules<br/>I know, I hope, to find the truth<br/>We're wide awake and heavy feeling<br/>We'll go outside and pray for me</p><p>Hello, hello, hello, how low?<br/>Hello, hello, hello</p><p>I'm a liar and I'm famous<br/>Here we are now, entertain us<br/>I feel stuped and contagious<br/>Here we are now, entertain us<br/>An albino,a mulato<br/>A libido, a mosquito<br/>Here we are now, entertain us<br/>I feel stuped and famous</p><p>Yeah!<br/>Hey!</p><p>Come out and play<br/>Take off your clothes<br/>Make up the rules<br/>I'll see you in court<br/>And I will not embrace you<br/>I'm now a lie, the same as you</p><p>Hello, hello, hello, how low?<br/>Hello, hello, hello</p><p>I'm a lazy and famous<br/>Here we are now, entertain us<br/>I feel stuped and we're famous<br/>Here we are now, entertain us<br/>A libido, an albino<br/>A mosquito, a vagina<br/>Here we are now, entertain us<br/>We feel stuped and famous</p><p>A denial!</p> ","Come out and play
Make up the rules
I know, I hope, the tide is blue
Though some are dead
I'll walk from you
I know, I'll light
The way to go
 Hello, hello, hello, how low?
Hello, hello, hello
 I'm a liar and I'm famous
Here we are now, entertain us
I feel stuped and contagious
Here we are now, segregate us
A libido, an albino
A mulato, a mosquito
Here we are now, entertain us
I feel stuped and we're famous
 Yeah!
Hey!
 Come out and play
Make up the rules
I know, I hope, to find the truth
We're wide awake and heavy feeling
We'll go outside and pray for me
 Hello, hello, hello, how low?
Hello, hello, hello
 I'm a liar and I'm famous
Here we are now, entertain us
I feel stuped and contagious
Here we are now, entertain us
An albino,a mulato
A libido, a mosquito
Here we are now, entertain us
I feel stuped and famous
 Yeah!
Hey!
 Come out and play
Take off your clothes
Make up the rules
I'll see you in court
And I will not embrace you
I'm now a lie, the same as you
 Hello, hello, hello, how low?
Hello, hello, hello
 I'm a lazy and famous
Here we are now, entertain us
I feel stuped and we're famous
Here we are now, entertain us
A libido, an albino
A mosquito, a vagina
Here we are now, entertain us
We feel stuped and famous
 A denial!",0.0,0.33064516129032256,2.9699999999999895,1.1108801364898682,0.3201179744269258,248,1.65625,1
soundgarden,36 - 36 - black-hole-sun," <p>In my eyes, indisposed<br/>In disguise as no one knows<br/>Hides the face, lies the snake<br/>In the Sun in my disgrace<br/>Boiling heat, summer stench<br/>'Neath the black the sky looks dead<br/>Call my name through the cream<br/>And I'll hear you scream again</p><p>Black hole Sun<br/>Won't you come?<br/>And wash away the rain<br/>Black hole Sun<br/>Won't you come?<br/>Won't you come?<br/>Won't you come?</p><p>Stuttering, cold and damp<br/>Steal the warm wind tired friend<br/>Times are gone for honest men<br/>And sometimes far too long for snakes<br/>In my shoes, a walking sleep<br/>And my youth I pray to keep<br/>Heaven send Hell away<br/>No one sings like you anymore</p><p>Black hole Sun<br/>Won't you come?<br/>And wash away the rain<br/>Black hole Sun<br/>Won't you come?<br/>Won't you come?</p><p>Black hole Sun<br/>Won't you come?<br/>And wash away the rain<br/>Black hole Sun<br/>Won't you come?<br/>Won't you come?</p><p>(Black hole Sun, black hole Sun)<br/>Won't you come<br/>(Black hole Sun, black hole Sun)<br/>Won't you come<br/>(Black hole Sun, black hole Sun)<br/>Won't you come<br/>(Black hole Sun, black hole Sun)</p><p>Hang my head<br/>Drown my fear<br/>'Till you all just disappear</p><p>Black hole Sun<br/>Won't you come?<br/>And wash away the rain<br/>Black hole Sun<br/>Won't you come?<br/>Won't you come?</p><p>Black hole Sun<br/>Won't you come?<br/>And wash away the rain<br/>Black hole Sun<br/>Won't you come?<br/>Won't you come?</p><p>(Black hole Sun, black hole Sun)<br/>Won't you come<br/>(Black hole Sun, black hole Sun)<br/>Won't you come<br/>(Black hole Sun, black hole Sun)<br/>Won't you come<br/>(Black hole Sun, black hole Sun)<br/>Won't you come<br/>(Black hole Sun, black hole Sun)<br/>Won't you come<br/>(Black hole Sun, black hole Sun)<br/>Won't you come<br/>Won't you come</p> ","In my eyes, indisposed
In disguise as no one knows
Hides the face, lies the snake
In the Sun in my disgrace
Boiling heat, summer stench
'Neath the black the sky looks dead
Call my name through the cream
And I'll hear you scream again
 Black hole Sun
Won't you come?
And wash away the rain
Black hole Sun
Won't you come?
Won't you come?
Won't you come?
 Stuttering, cold and damp
Steal the warm wind tired friend
Times are gone for honest men
And sometimes far too long for snakes
In my shoes, a walking sleep
And my youth I pray to keep
Heaven send Hell away
No one sings like you anymore
 Black hole Sun
Won't you come?
And wash away the rain
Black hole Sun
Won't you come?
Won't you come?
 Black hole Sun
Won't you come?
And wash away the rain
Black hole Sun
Won't you come?
Won't you come?
 (Black hole Sun, black hole Sun)
Won't you come
(Black hole Sun, black hole Sun)
Won't you come
(Black hole Sun, black hole Sun)
Won't you come
(Black hole Sun, black hole Sun)
 Hang my head
Drown my fear
'Till you all just disappear
 Black hole Sun
Won't you come?
And wash away the rain
Black hole Sun
Won't you come?
Won't you come?
 Black hole Sun
Won't you come?
And wash away the rain
Black hole Sun
Won't you come?
Won't you come?
 (Black hole Sun, black hole Sun)
Won't you come
(Black hole Sun, black hole Sun)
Won't you come
(Black hole Sun, black hole Sun)
Won't you come
(Black hole Sun, black hole Sun)
Won't you come
(Black hole Sun, black hole Sun)
Won't you come
(Black hole Sun, black hole Sun)
Won't you come
Won't you come",0.0,0.29491525423728815,3.679999999999986,1.205571174621582,0.32018636064455613,295,2.9166666666666665,1
red-hot-chili-peppers,37 - 37 - under-the-bridge," <p>Sometimes I feel like<br/>I don't have a partner<br/>Sometimes I feel like<br/>My only friend<br/>Is the city I live in<br/>The city of angels<br/>Lonely as I am<br/>Together we cry</p><p>I drive on her streets, 'cause<br/>She's my companion<br/>I walk through her hills, 'cause<br/>She knows who I am<br/>She sees my good deeds and<br/>She kisses me windy<br/>And I never worry<br/>Now that is a lie</p><p>I don't ever wanna feel<br/>Like I did that day<br/>But take me to the place I love<br/>Take me all the way<br/>I don't ever wanna feel<br/>Like I did that day<br/>But take me to the place I love<br/>Take me all the way</p><p>It's hard to believe that<br/>There's nobody out there<br/>It's hard to believe<br/>That I'm all alone<br/>At least I have her love<br/>The city, she loves me<br/>Lonely as I am<br/>Together we cry</p><p>I don't ever wanna feel<br/>Like I did that day<br/>But take me to the place I love<br/>Take me all the way<br/>I don't ever wanna feel<br/>Like I did that day<br/>But take me to the place I love<br/>Take me all the way</p><p>(Under the bridge downtown)<br/>Is where I drew some blood<br/>(Under the bridge downtown)<br/>I could not get enough<br/>(Under the bridge downtown)<br/>Forgot about my love<br/>(Under the bridge downtown)<br/>I gave my life away</p><p>Yeah, yeah<br/>Oh, no, no, no, no, yeah, yeah<br/>Oh, no, I said oh, yeah, yeah<br/>Here I stay</p> ","Sometimes I feel like
I don't have a partner
Sometimes I feel like
My only friend
Is the city I live in
The city of angels
Lonely as I am
Together we cry
 I drive on her streets, 'cause
She's my companion
I walk through her hills, 'cause
She knows who I am
She sees my good deeds and
She kisses me windy
And I never worry
Now that is a lie
 I don't ever wanna feel
Like I did that day
But take me to the place I love
Take me all the way
I don't ever wanna feel
Like I did that day
But take me to the place I love
Take me all the way
 It's hard to believe that
There's nobody out there
It's hard to believe
That I'm all alone
At least I have her love
The city, she loves me
Lonely as I am
Together we cry
 I don't ever wanna feel
Like I did that day
But take me to the place I love
Take me all the way
I don't ever wanna feel
Like I did that day
But take me to the place I love
Take me all the way
 (Under the bridge downtown)
Is where I drew some blood
(Under the bridge downtown)
I could not get enough
(Under the bridge downtown)
Forgot about my love
(Under the bridge downtown)
I gave my life away
 Yeah, yeah
Oh, no, no, no, no, yeah, yeah
Oh, no, I said oh, yeah, yeah
Here I stay",0.0,0.3779527559055118,3.0599999999999903,1.8221445083618164,0.32015750420256517,254,1.5294117647058822,1
alice-in-chains,38 - 38 - man-in-the-box," <p>I'm the man in the box<br/>Buried in my shit<br/>Won't you come and save me?<br/>Save me</p><p>Feed my eyes<br/>(Can you sew them shut?)<br/>Jesus Christ<br/>(Deny your maker)<br/>He who tries<br/>(Will be wasted)<br/>Oh, feed my eyes<br/>(Now you've sewn them shut)</p><p>I'm the dog who gets beat<br/>Shove my nose in spit<br/>Won't you come and save me?<br/>Save me</p><p>Feed my eyes<br/>(Can you sew them shut?)<br/>Jesus Christ<br/>(Deny your maker)<br/>He who tries<br/>(Will be wasted)<br/>Oh, feed my eyes<br/>(Now you've sewn them shut)</p><p>Feed my eyes<br/>(Can you sew them shut?)<br/>Jesus Christ<br/>(Deny your maker)<br/>He who tries<br/>(Will be wasted)<br/>Oh, feed my eyes<br/>(Now you've sewn them shut)</p> ","I'm the man in the box
Buried in my shit
Won't you come and save me?
Save me
 Feed my eyes
(Can you sew them shut?)
Jesus Christ
(Deny your maker)
He who tries
(Will be wasted)
Oh, feed my eyes
(Now you've sewn them shut)
 I'm the dog who gets beat
Shove my nose in spit
Won't you come and save me?
Save me
 Feed my eyes
(Can you sew them shut?)
Jesus Christ
(Deny your maker)
He who tries
(Will be wasted)
Oh, feed my eyes
(Now you've sewn them shut)
 Feed my eyes
(Can you sew them shut?)
Jesus Christ
(Deny your maker)
He who tries
(Will be wasted)
Oh, feed my eyes
(Now you've sewn them shut)",0.0,0.35537190082644626,1.5300000000000011,0.9593169093132019,0.32012710093652746,121,2.2857142857142856,1
brand-new,39 - 39 - the-king-of-therapy," <p>With blood and feathers<br/>On my torn paws<br/>You ain't nothing but a dead duck<br/>I ain't nothing but a hound dog<br/>You seep in the windows and vents<br/>And I lay here in the grass and I lose your sent<br/>If god gave me grace than way aren't I graceful?<br/>My joints are frozen cold and old<br/>And I don't...</p><p>If it's by air<br/>Then I don't wanna know<br/>If we all don't take cover we're all going fall back in love again<br/>You work late to fight off your poison<br/>If the patient dies you take the night off</p><p>They worked out all the bugs<br/>If we have enough money you can buy love<br/>You work out the perceptions in me<br/>I sing, sing, sing, these ten most deadly things<br/>The mark on your breast from your baby teething<br/>Give him my name if he is needing</p><p>If it's by sea<br/>I don't wanna know<br/>If we all don't take cover we're all going to fall back in love again<br/>Bless you, your beautiful life<br/>And curse your god when your friends die</p><p>If it's by air<br/>Well I don't wanna know<br/>If we all don't take cover we're all going to fall back in love again<br/>You work late and fight off your poison<br/>If the patient dies then you take the night off</p> ","With blood and feathers
On my torn paws
You ain't nothing but a dead duck
I ain't nothing but a hound dog
You seep in the windows and vents
And I lay here in the grass and I lose your sent
If god gave me grace than way aren't I graceful?
My joints are frozen cold and old
And I don't...
 If it's by air
Then I don't wanna know
If we all don't take cover we're all going fall back in love again
You work late to fight off your poison
If the patient dies you take the night off
 They worked out all the bugs
If we have enough money you can buy love
You work out the perceptions in me
I sing, sing, sing, these ten most deadly things
The mark on your breast from your baby teething
Give him my name if he is needing
 If it's by sea
I don't wanna know
If we all don't take cover we're all going to fall back in love again
Bless you, your beautiful life
And curse your god when your friends die
 If it's by air
Well I don't wanna know
If we all don't take cover we're all going to fall back in love again
You work late and fight off your poison
If the patient dies then you take the night off",0.0,0.4713656387665198,2.109999999999999,1.3879523277282715,0.32008962926297657,227,1.0714285714285714,1
simply-red,40 - 40 - the-sound-of-silence," <p>Are you the best? Or the equal of every man on this earth?<br/>I introspect. I can have anything that I could want<br/>Yet I need for nothing.........Oh nothing</p><p>'Cos the spirit of life is within you<br/>Breathing with ease through the whole of you<br/>And deeper inside is within you, searching until we find a way<br/>To jump out now, jumping around now<br/>Cause sooner or later we'll be gone</p><p>What will be left is the benefit of all we've learnt before,<br/>And what's the test? It's the dignity of every man.<br/>You will need for nothing, oh nothing<br/>You will need for nothing, oh nothing</p> ","Are you the best? Or the equal of every man on this earth?
I introspect. I can have anything that I could want
Yet I need for nothing.........Oh nothing
 'Cos the spirit of life is within you
Breathing with ease through the whole of you
And deeper inside is within you, searching until we find a way
To jump out now, jumping around now
Cause sooner or later we'll be gone
 What will be left is the benefit of all we've learnt before,
And what's the test? It's the dignity of every man.
You will need for nothing, oh nothing
You will need for nothing, oh nothing",0.0,0.6822429906542056,0.9200000000000006,1.0952495336532593,0.3198766464755039,107,1.0909090909090908,1
fall-out-boy,41 - 41 - nevermind," <p>Last night I saw a movie<br/>And I thought about many movies ive seen at your house<br/>Excuse me if I'm rude<br/>But id rather that we just strike from the record ones I'd see again without you<br/>Leaning on my shoulder<br/>Distracting me from the plotline</p><p>Where can I go when I want you around<br/>But I cant stand to be around you<br/>Go home<br/>Ill walk myself to you<br/>Ill walk myself away from here</p><p>Go to hell is all I thought for seven weeks<br/>But I grew out of that phase looking at these broken photographs of people<br/>Looking glossed just like a summer ago</p><p>Where can I go when I want you around<br/>But I cant stand to be around you<br/>Go home<br/>Ill walk myself to you<br/>Ill walk myself away from here</p><p>Call me back, I'm pleading with a cork in my head<br/>It wouldnt be the first time<br/>My pillow has been mistaken</p><p>Where can I go when I want you around<br/>But I cant stand to be around you<br/>Go home<br/>Ill walk myself to you<br/>Ill walk myself away from here</p><p>Cant stand to be around you<br/>Around you, around you<br/>Cant stand to be around you<br/>Cant stand, I cant stand<br/>To be around you<br/>Around you<br/>Around you<br/>Around you<br/>Around you</p> ","Last night I saw a movie
And I thought about many movies ive seen at your house
Excuse me if I'm rude
But id rather that we just strike from the record ones I'd see again without you
Leaning on my shoulder
Distracting me from the plotline
 Where can I go when I want you around
But I cant stand to be around you
Go home
Ill walk myself to you
Ill walk myself away from here
 Go to hell is all I thought for seven weeks
But I grew out of that phase looking at these broken photographs of people
Looking glossed just like a summer ago
 Where can I go when I want you around
But I cant stand to be around you
Go home
Ill walk myself to you
Ill walk myself away from here
 Call me back, I'm pleading with a cork in my head
It wouldnt be the first time
My pillow has been mistaken
 Where can I go when I want you around
But I cant stand to be around you
Go home
Ill walk myself to you
Ill walk myself away from here
 Cant stand to be around you
Around you, around you
Cant stand to be around you
Cant stand, I cant stand
To be around you
Around you
Around you
Around you
Around you",1.0,0.4260089686098655,2.5299999999999936,1.5236406326293945,0.320104849055028,223,1.6363636363636365,1
